major_category,major,occ_industry,occ_title,degree_required,work_exp_required,total,employed,emp_full_time_year_round,unemployed,unemployment_rate,p25th,median,p75th
Education,SCHOOL STUDENT COUNSELING,Educational Instruction and Library Occupations,Farm and home management advisors,Master's degree,None,2396,1492,1093,169,0.101745936,33200,41000,50000.0
Education,EDUCATIONAL ADMINISTRATION AND SUPERVISION,Educational Instruction and Library Occupations,Farm and home management advisors,Master's degree,None,4037,3113,2468,0,0.0,44750,58000,79000.0
Education,GENERAL EDUCATION,Educational Instruction and Library Occupations,Farm and home management advisors,Master's degree,None,1438867,843693,591863,38742,0.043903517,32000,43000,59000.0
Education,SCIENCE AND COMPUTER TEACHER EDUCATION,Educational Instruction and Library Occupations,Instructional coordinators,Master's degree,5 years or more,56477,36224,24817,1596,0.042199894,35000,46000,61000.0
Education,MATHEMATICS TEACHER EDUCATION,Educational Instruction and Library Occupations,Instructional coordinators,Master's degree,5 years or more,68808,47203,29494,1610,0.032983017,34000,43000,60000.0
Education,MISCELLANEOUS EDUCATION,Educational Instruction and Library Occupations,Instructional coordinators,Master's degree,5 years or more,225553,126054,91322,5145,0.039215238,35600,50000,71000.0
Education,SPECIAL NEEDS EDUCATION,Educational Instruction and Library Occupations,Instructional coordinators,Master's degree,5 years or more,149689,108272,71615,5357,0.047144655,34000,42000,53000.0
Education,EDUCATIONAL ADMINISTRATION AND SUPERVISION,Educational Instruction and Library Occupations,Instructional coordinators,Master's degree,5 years or more,4037,3113,2468,0,0.0,44750,58000,79000.0
Education,ART AND MUSIC EDUCATION,Educational Instruction and Library Occupations,Instructional coordinators,Master's degree,5 years or more,231861,155159,94756,6629,0.040973373,32000,42600,56000.0
Education,ELEMENTARY EDUCATION,Educational Instruction and Library Occupations,Instructional coordinators,Master's degree,5 years or more,1446701,819393,501786,32685,0.038359164,31000,40000,50000.0
Education,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION,Educational Instruction and Library Occupations,Instructional coordinators,Master's degree,5 years or more,127022,78785,51632,3800,0.046013199000000005,33000,45000,64000.0
Education,PHYSICAL AND HEALTH EDUCATION TEACHING,Educational Instruction and Library Occupations,Instructional coordinators,Master's degree,5 years or more,281661,193542,136343,9389,0.046266958,34000,48400,66500.0
Education,EARLY CHILDHOOD EDUCATION,Educational Instruction and Library Occupations,Instructional coordinators,Master's degree,5 years or more,157079,113460,71133,5890,0.049350649,27000,35300,45800.0
Education,LIBRARY SCIENCE,Educational Instruction and Library Occupations,Instructional coordinators,Master's degree,5 years or more,16193,7091,4330,743,0.094842992,30000,40000,55000.0
Education,LANGUAGE AND DRAMA EDUCATION,Educational Instruction and Library Occupations,Instructional coordinators,Master's degree,5 years or more,181445,111347,67651,5624,0.048080293,32000,42000,54000.0
Education,GENERAL EDUCATION,Educational Instruction and Library Occupations,Instructional coordinators,Master's degree,5 years or more,1438867,843693,591863,38742,0.043903517,32000,43000,59000.0
Education,TEACHER EDUCATION: MULTIPLE LEVELS,Educational Instruction and Library Occupations,Instructional coordinators,Master's degree,5 years or more,88067,58885,37892,2032,0.033356863,30000,40000,51000.0
Education,SCHOOL STUDENT COUNSELING,Educational Instruction and Library Occupations,Instructional coordinators,Master's degree,5 years or more,2396,1492,1093,169,0.101745936,33200,41000,50000.0
Education,SECONDARY TEACHER EDUCATION,Educational Instruction and Library Occupations,Instructional coordinators,Master's degree,5 years or more,224262,129486,88917,5925,0.043755677,34000,45000,60000.0
Education,PHYSICAL AND HEALTH EDUCATION TEACHING,Educational Instruction and Library Occupations,"Education, training, and library workers, all other",Bachelor's degree,None,281661,193542,136343,9389,0.046266958,34000,48400,66500.0
Education,TEACHER EDUCATION: MULTIPLE LEVELS,Educational Instruction and Library Occupations,"Education, training, and library workers, all other",Bachelor's degree,None,88067,58885,37892,2032,0.033356863,30000,40000,51000.0
Education,MATHEMATICS TEACHER EDUCATION,Educational Instruction and Library Occupations,"Education, training, and library workers, all other",Bachelor's degree,None,68808,47203,29494,1610,0.032983017,34000,43000,60000.0
Education,LANGUAGE AND DRAMA EDUCATION,Educational Instruction and Library Occupations,"Education, training, and library workers, all other",Bachelor's degree,None,181445,111347,67651,5624,0.048080293,32000,42000,54000.0
Education,EARLY CHILDHOOD EDUCATION,Educational Instruction and Library Occupations,"Education, training, and library workers, all other",Bachelor's degree,None,157079,113460,71133,5890,0.049350649,27000,35300,45800.0
Education,EDUCATIONAL ADMINISTRATION AND SUPERVISION,Educational Instruction and Library Occupations,"Education, training, and library workers, all other",Bachelor's degree,None,4037,3113,2468,0,0.0,44750,58000,79000.0
Education,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION,Educational Instruction and Library Occupations,"Education, training, and library workers, all other",Bachelor's degree,None,127022,78785,51632,3800,0.046013199000000005,33000,45000,64000.0
Education,SCIENCE AND COMPUTER TEACHER EDUCATION,Educational Instruction and Library Occupations,"Education, training, and library workers, all other",Bachelor's degree,None,56477,36224,24817,1596,0.042199894,35000,46000,61000.0
Education,SECONDARY TEACHER EDUCATION,Educational Instruction and Library Occupations,"Education, training, and library workers, all other",Bachelor's degree,None,224262,129486,88917,5925,0.043755677,34000,45000,60000.0
Education,ELEMENTARY EDUCATION,Educational Instruction and Library Occupations,"Education, training, and library workers, all other",Bachelor's degree,None,1446701,819393,501786,32685,0.038359164,31000,40000,50000.0
Education,ART AND MUSIC EDUCATION,Educational Instruction and Library Occupations,"Education, training, and library workers, all other",Bachelor's degree,None,231861,155159,94756,6629,0.040973373,32000,42600,56000.0
Education,LIBRARY SCIENCE,Educational Instruction and Library Occupations,"Education, training, and library workers, all other",Bachelor's degree,None,16193,7091,4330,743,0.094842992,30000,40000,55000.0
Education,MISCELLANEOUS EDUCATION,Educational Instruction and Library Occupations,"Education, training, and library workers, all other",Bachelor's degree,None,225553,126054,91322,5145,0.039215238,35600,50000,71000.0
Education,GENERAL EDUCATION,Educational Instruction and Library Occupations,"Education, training, and library workers, all other",Bachelor's degree,None,1438867,843693,591863,38742,0.043903517,32000,43000,59000.0
Education,SPECIAL NEEDS EDUCATION,Educational Instruction and Library Occupations,"Education, training, and library workers, all other",Bachelor's degree,None,149689,108272,71615,5357,0.047144655,34000,42000,53000.0
Education,SCHOOL STUDENT COUNSELING,Educational Instruction and Library Occupations,"Education, training, and library workers, all other",Bachelor's degree,None,2396,1492,1093,169,0.101745936,33200,41000,50000.0
Arts,STUDIO ARTS,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,81008,58799,36943,5372,0.083713827,24900,37600,58000.0
Humanities & Liberal Arts,ART HISTORY AND CRITICISM,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,90852,61295,38989,4185,0.063912645,30000,44500,70000.0
Humanities & Liberal Arts,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,236342,153654,99459,9598,0.058792542,33500,48000,69000.0
Arts,VISUAL AND PERFORMING ARTS,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,55141,41098,23479,4297,0.094658002,27000,40000,59000.0
Humanities & Liberal Arts,LINGUISTICS AND COMPARATIVE LANGUAGE AND LITERATURE,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,75791,45657,30428,4043,0.081348089,30000,48000,70000.0
Communications & Journalism,ADVERTISING AND PUBLIC RELATIONS,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,186829,147433,111552,10624,0.067216257,34000,50000,75000.0
Humanities & Liberal Arts,UNITED STATES HISTORY,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,17746,11887,8204,943,0.07349961,39000,50000,81000.0
Industrial Arts & Consumer Services,COSMETOLOGY SERVICES AND CULINARY ARTS,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,42325,33388,25780,1941,0.0549407,26200,40000,60000.0
Humanities & Liberal Arts,THEOLOGY AND RELIGIOUS VOCATIONS,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,232865,164827,121606,7317,0.042505112000000005,27000,40000,56000.0
Humanities & Liberal Arts,PHILOSOPHY AND RELIGIOUS STUDIES,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,205763,138734,95429,11252,0.075020335,30000,45000,70000.0
Communications & Journalism,JOURNALISM,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,418104,314438,235407,20754,0.061916752,35000,50000,80000.0
Humanities & Liberal Arts,LIBERAL ARTS,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,601221,404932,296792,29348,0.067578521,33000,50000,75000.0
Communications & Journalism,COMMUNICATIONS,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,987676,790696,595739,54390,0.064360314,35000,50000,80000.0
Industrial Arts & Consumer Services,PHYSICAL FITNESS PARKS RECREATION AND LEISURE,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,350409,286683,204242,14108,0.046902999,30000,44000,60000.0
Industrial Arts & Consumer Services,TRANSPORTATION SCIENCES AND TECHNOLOGIES,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,126639,98814,83519,4902,0.047263682,42500,67000,98000.0
Industrial Arts & Consumer Services,CONSTRUCTION SERVICES,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,92346,79055,65916,4257,0.051097081,45000,65000,95000.0
Humanities & Liberal Arts,COMPOSITION AND RHETORIC,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,59211,44913,29628,3569,0.07361495,28800,40000,65000.0
Arts,FINE ARTS,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,571961,386961,256747,29912,0.071753268,30000,45000,70000.0
Industrial Arts & Consumer Services,FAMILY AND CONSUMER SCIENCES,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,402038,241585,154167,14273,0.055784849,30000,40500,60000.0
Humanities & Liberal Arts,ANTHROPOLOGY AND ARCHEOLOGY,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,143087,102399,66046,8684,0.078175778,30000,43000,68000.0
Arts,MUSIC,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,276262,192704,116142,11155,0.054719193,30000,45000,67000.0
Arts,COMMERCIAL ART AND GRAPHIC DESIGN,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,504657,379980,266671,30330,0.07391971900000001,32000,46600,70000.0
Arts,DRAMA AND THEATER ARTS,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,174817,135071,81519,11789,0.08027373,29000,42000,62000.0
Industrial Arts & Consumer Services,"ELECTRICAL, MECHANICAL, AND PRECISION TECHNOLOGIES AND PRODUCTION","Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,15726,12607,10453,692,0.052033988,32000,48000,75000.0
Humanities & Liberal Arts,ENGLISH LANGUAGE AND LITERATURE,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,1098647,708882,482229,52248,0.068645304,32900,50000,75000.0
Humanities & Liberal Arts,HUMANITIES,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,46188,29971,19460,2530,0.077843759,30000,46700,70000.0
Humanities & Liberal Arts,INTERCULTURAL AND INTERNATIONAL STUDIES,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,56580,43114,27499,3462,0.074330127,30000,45000,69000.0
Humanities & Liberal Arts,OTHER FOREIGN LANGUAGES,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,57793,34696,23046,2707,0.072373874,30000,45000,75000.0
Communications & Journalism,MASS MEDIA,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,211213,170474,125489,15431,0.08300476,32000,48000,70000.0
Humanities & Liberal Arts,HISTORY,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,712509,478416,354163,33725,0.06585100599999999,35000,50000,80000.0
Industrial Arts & Consumer Services,MILITARY TECHNOLOGIES,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,4315,1650,1708,187,0.101796407,39750,64000,90000.0
Arts,FILM VIDEO AND PHOTOGRAPHIC ARTS,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,133508,107651,69303,10080,0.08561891099999999,30000,47000,70000.0
Arts,MISCELLANEOUS FINE ARTS,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,8511,6431,3802,1190,0.156147487,30000,45000,60000.0
Humanities & Liberal Arts,AREA ETHNIC AND CIVILIZATION STUDIES,"Arts, Design, Entertainment, Sports, and Media Occupations",Art directors,Bachelor's degree,5 years or more,103740,75798,50530,5525,0.06793895900000001,32000,46000,71000.0
Humanities & Liberal Arts,ANTHROPOLOGY AND ARCHEOLOGY,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,143087,102399,66046,8684,0.078175778,30000,43000,68000.0
Industrial Arts & Consumer Services,"ELECTRICAL, MECHANICAL, AND PRECISION TECHNOLOGIES AND PRODUCTION","Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,15726,12607,10453,692,0.052033988,32000,48000,75000.0
Industrial Arts & Consumer Services,MILITARY TECHNOLOGIES,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,4315,1650,1708,187,0.101796407,39750,64000,90000.0
Humanities & Liberal Arts,OTHER FOREIGN LANGUAGES,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,57793,34696,23046,2707,0.072373874,30000,45000,75000.0
Humanities & Liberal Arts,AREA ETHNIC AND CIVILIZATION STUDIES,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,103740,75798,50530,5525,0.06793895900000001,32000,46000,71000.0
Arts,STUDIO ARTS,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,81008,58799,36943,5372,0.083713827,24900,37600,58000.0
Humanities & Liberal Arts,ART HISTORY AND CRITICISM,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,90852,61295,38989,4185,0.063912645,30000,44500,70000.0
Industrial Arts & Consumer Services,COSMETOLOGY SERVICES AND CULINARY ARTS,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,42325,33388,25780,1941,0.0549407,26200,40000,60000.0
Arts,FILM VIDEO AND PHOTOGRAPHIC ARTS,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,133508,107651,69303,10080,0.08561891099999999,30000,47000,70000.0
Arts,VISUAL AND PERFORMING ARTS,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,55141,41098,23479,4297,0.094658002,27000,40000,59000.0
Humanities & Liberal Arts,HISTORY,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,712509,478416,354163,33725,0.06585100599999999,35000,50000,80000.0
Humanities & Liberal Arts,ENGLISH LANGUAGE AND LITERATURE,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,1098647,708882,482229,52248,0.068645304,32900,50000,75000.0
Humanities & Liberal Arts,INTERCULTURAL AND INTERNATIONAL STUDIES,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,56580,43114,27499,3462,0.074330127,30000,45000,69000.0
Humanities & Liberal Arts,LIBERAL ARTS,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,601221,404932,296792,29348,0.067578521,33000,50000,75000.0
Industrial Arts & Consumer Services,PHYSICAL FITNESS PARKS RECREATION AND LEISURE,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,350409,286683,204242,14108,0.046902999,30000,44000,60000.0
Humanities & Liberal Arts,PHILOSOPHY AND RELIGIOUS STUDIES,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,205763,138734,95429,11252,0.075020335,30000,45000,70000.0
Humanities & Liberal Arts,LINGUISTICS AND COMPARATIVE LANGUAGE AND LITERATURE,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,75791,45657,30428,4043,0.081348089,30000,48000,70000.0
Arts,COMMERCIAL ART AND GRAPHIC DESIGN,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,504657,379980,266671,30330,0.07391971900000001,32000,46600,70000.0
Arts,DRAMA AND THEATER ARTS,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,174817,135071,81519,11789,0.08027373,29000,42000,62000.0
Industrial Arts & Consumer Services,TRANSPORTATION SCIENCES AND TECHNOLOGIES,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,126639,98814,83519,4902,0.047263682,42500,67000,98000.0
Communications & Journalism,JOURNALISM,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,418104,314438,235407,20754,0.061916752,35000,50000,80000.0
Industrial Arts & Consumer Services,FAMILY AND CONSUMER SCIENCES,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,402038,241585,154167,14273,0.055784849,30000,40500,60000.0
Humanities & Liberal Arts,COMPOSITION AND RHETORIC,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,59211,44913,29628,3569,0.07361495,28800,40000,65000.0
Communications & Journalism,COMMUNICATIONS,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,987676,790696,595739,54390,0.064360314,35000,50000,80000.0
Industrial Arts & Consumer Services,CONSTRUCTION SERVICES,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,92346,79055,65916,4257,0.051097081,45000,65000,95000.0
Arts,FINE ARTS,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,571961,386961,256747,29912,0.071753268,30000,45000,70000.0
Humanities & Liberal Arts,UNITED STATES HISTORY,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,17746,11887,8204,943,0.07349961,39000,50000,81000.0
Humanities & Liberal Arts,THEOLOGY AND RELIGIOUS VOCATIONS,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,232865,164827,121606,7317,0.042505112000000005,27000,40000,56000.0
Humanities & Liberal Arts,HUMANITIES,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,46188,29971,19460,2530,0.077843759,30000,46700,70000.0
Arts,MUSIC,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,276262,192704,116142,11155,0.054719193,30000,45000,67000.0
Communications & Journalism,ADVERTISING AND PUBLIC RELATIONS,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,186829,147433,111552,10624,0.067216257,34000,50000,75000.0
Arts,MISCELLANEOUS FINE ARTS,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,8511,6431,3802,1190,0.156147487,30000,45000,60000.0
Communications & Journalism,MASS MEDIA,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,211213,170474,125489,15431,0.08300476,32000,48000,70000.0
Humanities & Liberal Arts,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES,"Arts, Design, Entertainment, Sports, and Media Occupations",Craft artists,No formal educational credential,None,236342,153654,99459,9598,0.058792542,33500,48000,69000.0
Industrial Arts & Consumer Services,FAMILY AND CONSUMER SCIENCES,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,402038,241585,154167,14273,0.055784849,30000,40500,60000.0
Industrial Arts & Consumer Services,COSMETOLOGY SERVICES AND CULINARY ARTS,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,42325,33388,25780,1941,0.0549407,26200,40000,60000.0
Communications & Journalism,COMMUNICATIONS,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,987676,790696,595739,54390,0.064360314,35000,50000,80000.0
Arts,MISCELLANEOUS FINE ARTS,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,8511,6431,3802,1190,0.156147487,30000,45000,60000.0
Arts,STUDIO ARTS,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,81008,58799,36943,5372,0.083713827,24900,37600,58000.0
Humanities & Liberal Arts,THEOLOGY AND RELIGIOUS VOCATIONS,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,232865,164827,121606,7317,0.042505112000000005,27000,40000,56000.0
Industrial Arts & Consumer Services,TRANSPORTATION SCIENCES AND TECHNOLOGIES,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,126639,98814,83519,4902,0.047263682,42500,67000,98000.0
Arts,DRAMA AND THEATER ARTS,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,174817,135071,81519,11789,0.08027373,29000,42000,62000.0
Humanities & Liberal Arts,LIBERAL ARTS,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,601221,404932,296792,29348,0.067578521,33000,50000,75000.0
Humanities & Liberal Arts,COMPOSITION AND RHETORIC,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,59211,44913,29628,3569,0.07361495,28800,40000,65000.0
Arts,MUSIC,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,276262,192704,116142,11155,0.054719193,30000,45000,67000.0
Humanities & Liberal Arts,ANTHROPOLOGY AND ARCHEOLOGY,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,143087,102399,66046,8684,0.078175778,30000,43000,68000.0
Humanities & Liberal Arts,ENGLISH LANGUAGE AND LITERATURE,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,1098647,708882,482229,52248,0.068645304,32900,50000,75000.0
Arts,VISUAL AND PERFORMING ARTS,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,55141,41098,23479,4297,0.094658002,27000,40000,59000.0
Humanities & Liberal Arts,OTHER FOREIGN LANGUAGES,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,57793,34696,23046,2707,0.072373874,30000,45000,75000.0
Industrial Arts & Consumer Services,MILITARY TECHNOLOGIES,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,4315,1650,1708,187,0.101796407,39750,64000,90000.0
Humanities & Liberal Arts,INTERCULTURAL AND INTERNATIONAL STUDIES,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,56580,43114,27499,3462,0.074330127,30000,45000,69000.0
Humanities & Liberal Arts,ART HISTORY AND CRITICISM,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,90852,61295,38989,4185,0.063912645,30000,44500,70000.0
Humanities & Liberal Arts,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,236342,153654,99459,9598,0.058792542,33500,48000,69000.0
Humanities & Liberal Arts,LINGUISTICS AND COMPARATIVE LANGUAGE AND LITERATURE,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,75791,45657,30428,4043,0.081348089,30000,48000,70000.0
Arts,COMMERCIAL ART AND GRAPHIC DESIGN,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,504657,379980,266671,30330,0.07391971900000001,32000,46600,70000.0
Humanities & Liberal Arts,HISTORY,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,712509,478416,354163,33725,0.06585100599999999,35000,50000,80000.0
Humanities & Liberal Arts,AREA ETHNIC AND CIVILIZATION STUDIES,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,103740,75798,50530,5525,0.06793895900000001,32000,46000,71000.0
Industrial Arts & Consumer Services,"ELECTRICAL, MECHANICAL, AND PRECISION TECHNOLOGIES AND PRODUCTION","Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,15726,12607,10453,692,0.052033988,32000,48000,75000.0
Arts,FINE ARTS,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,571961,386961,256747,29912,0.071753268,30000,45000,70000.0
Humanities & Liberal Arts,PHILOSOPHY AND RELIGIOUS STUDIES,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,205763,138734,95429,11252,0.075020335,30000,45000,70000.0
Industrial Arts & Consumer Services,CONSTRUCTION SERVICES,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,92346,79055,65916,4257,0.051097081,45000,65000,95000.0
Industrial Arts & Consumer Services,PHYSICAL FITNESS PARKS RECREATION AND LEISURE,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,350409,286683,204242,14108,0.046902999,30000,44000,60000.0
Arts,FILM VIDEO AND PHOTOGRAPHIC ARTS,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,133508,107651,69303,10080,0.08561891099999999,30000,47000,70000.0
Humanities & Liberal Arts,UNITED STATES HISTORY,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,17746,11887,8204,943,0.07349961,39000,50000,81000.0
Communications & Journalism,ADVERTISING AND PUBLIC RELATIONS,"Arts, Design, Entertainment, Sports, and Media Occupations","Fine artists, including painters, sculptors, and illustrators",Bachelor's degree,None,186829,147433,111552,10624,0.067216257,34000,50000,75000.0
